ANÁLISIS COMPLETO DE RAÍCES DIGITALES - PRIMOS DE SOPHIE GERMAIN
Límite de búsqueda: 100000000
Total de primos encontrados: 423140
Fecha de análisis: 2025-07-30T12:29:16.768
================================================================================

TABLA COMPLETA DE RESULTADOS
----------------------------------------
p	2p+1	raíz(p)	raíz(2p+1)
51012581	102025163	5	2
51012803	102025607	2	5
51012893	102025787	2	5
51012959	102025919	5	2
51013439	102026879	8	8
51013661	102027323	5	2
51013811	102027623	2	5
51014081	102028163	2	5
51015143	102030287	2	5
51015281	102030563	5	2
51015533	102031067	5	2
51015749	102031499	5	2
51015953	102031907	2	5
51016193	102032387	8	8
51016271	102032543	5	2
51016319	102032639	8	8
51016733	102033467	8	8
51017189	102034379	5	2
51017363	102034727	8	8
51017471	102034943	8	8
51017639	102035279	5	2
51017951	102035903	2	5
51018161	102036323	5	2
51018659	102037319	8	8
51018881	102037763	5	2
51018953	102037907	5	2
51019229	102038459	2	5
51019841	102039683	2	5
51020201	102040403	2	5
51020303	102040607	5	2
51020471	102040943	2	5
51020999	102041999	8	8
51021143	102042287	8	8
51021149	102042299	5	2
51021401	102042803	5	2
51022319	102044639	5	2
51022421	102044843	8	8
51023099	102046199	2	5
51023201	102046403	5	2
51023543	102047087	5	2
51023933	102047867	8	8
51024521	102049043	2	5
51024689	102049379	8	8
51025259	102050519	2	5
51025433	102050867	5	2
51025673	102051347	2	5
51025781	102051563	2	5
51025979	102051959	2	5
51026249	102052499	2	5
51026603	102053207	5	2
51026873	102053747	5	2
51027143	102054287	5	2
51027239	102054479	2	5
51027299	102054599	8	8
51027479	102054959	8	8
51027563	102055127	2	5
51028073	102056147	8	8
51028259	102056519	5	2
51028403	102056807	5	2
51028739	102057479	8	8
51029273	102058547	2	5
51029729	102059459	8	8
51030359	102060719	8	8
51030533	102061067	2	5
51030569	102061139	2	5
51030671	102061343	5	2
51030839	102061679	2	5
51031241	102062483	8	8
51031313	102062627	8	8
51031391	102062783	5	2
51031439	102062879	8	8
51031451	102062903	2	5
51031481	102062963	5	2
51031703	102063407	2	5
51031763	102063527	8	8
51032171	102064343	2	5
51032519	102065039	8	8
51032939	102065879	5	2
51033551	102067103	5	2
51033683	102067367	2	5
51033701	102067403	2	5
51033893	102067787	5	2
51034001	102068003	5	2
51034499	102068999	8	8
51034523	102069047	5	2
51034661	102069323	8	8
51034961	102069923	2	5
51035213	102070427	2	5
51035291	102070583	8	8
51035333	102070667	5	2
51035801	102071603	5	2
51035849	102071699	8	8
51035879	102071759	2	5
51036131	102072263	2	5
51036281	102072563	8	8
51036311	102072623	2	5
51036773	102073547	5	2
51037223	102074447	5	2
51037691	102075383	5	2
51038213	102076427	5	2
51038831	102077663	2	5
51038843	102077687	5	2
51038969	102077939	5	2
51039029	102078059	2	5
51039179	102078359	8	8
51039251	102078503	8	8
51039269	102078539	8	8
51039353	102078707	2	5
51039419	102078839	5	2
51040019	102080039	2	5
51040169	102080339	8	8
51040193	102080387	5	2
51040421	102080843	8	8
51040589	102081179	5	2
51040751	102081503	5	2
51041219	102082439	5	2
51041423	102082847	2	5
51042149	102084299	8	8
51042599	102085199	8	8
51042851	102085703	8	8
51043229	102086459	8	8
51043259	102086519	2	5
51043379	102086759	5	2
51043703	102087407	5	2
51044039	102088079	8	8
51044093	102088187	8	8
51044111	102088223	8	8
51044681	102089363	2	5
51044711	102089423	5	2
51044771	102089543	2	5
51044813	102089627	8	8
51044951	102089903	2	5
51045023	102090047	2	5
51045503	102091007	5	2
51045719	102091439	5	2
51045803	102091607	8	8
51046013	102092027	2	5
51046043	102092087	5	2
51046241	102092483	5	2
51046871	102093743	5	2
51046889	102093779	5	2
51046949	102093899	2	5
51047021	102094043	2	5
51047393	102094787	5	2
51047609	102095219	5	2
51048359	102096719	8	8
51048479	102096959	2	5
51049139	102098279	5	2
51049151	102098303	8	8
51049241	102098483	8	8
51049331	102098663	8	8
51049763	102099527	8	8
51051653	102103307	8	8
51051713	102103427	5	2
51051809	102103619	2	5
51051821	102103643	5	2
51052583	102105167	2	5
51052733	102105467	8	8
51052901	102105803	5	2
51052931	102105863	8	8
51053213	102106427	2	5
51053291	102106583	8	8
51053339	102106679	2	5
51053591	102107183	2	5
51053699	102107399	2	5
51053861	102107723	2	5
51053903	102107807	8	8
51054023	102108047	2	5
51054053	102108107	5	2
51054233	102108467	5	2
51054329	102108659	2	5
51054599	102109199	2	5
51054611	102109223	5	2
51055013	102110027	2	5
51056069	102112139	5	2
51056081	102112163	8	8
51056471	102112943	2	5
51057221	102114443	5	2
51057509	102115019	5	2
51058289	102116579	2	5
51058349	102116699	8	8
51058391	102116783	5	2
51058613	102117227	2	5
51058739	102117479	2	5
51058841	102117683	5	2
51059231	102118463	8	8
51059273	102118547	5	2
51059369	102118739	2	5
51059693	102119387	2	5
51060671	102121343	8	8
51060833	102121667	8	8
51061193	102122387	8	8
51061553	102123107	8	8
51061613	102123227	5	2
51061691	102123383	2	5
51061781	102123563	2	5
51061883	102123767	5	2
51062153	102124307	5	2
51062393	102124787	2	5
51062639	102125279	5	2
51063713	102127427	8	8
51064313	102128627	5	2
51064451	102128903	8	8
51064511	102129023	5	2
51065051	102130103	5	2
51065351	102130703	8	8
51065411	102130823	5	2
51065879	102131759	5	2
51066131	102132263	5	2
51066149	102132299	5	2
51066479	102132959	2	5
51066611	102133223	8	8
51066989	102133979	8	8
51067151	102134303	8	8
51067253	102134507	2	5
51067319	102134639	5	2
51067559	102135119	2	5
51067631	102135263	2	5
51067781	102135563	8	8
51067823	102135647	5	2
51068729	102137459	2	5
51068819	102137639	2	5
51068921	102137843	5	2
51068939	102137879	5	2
51069233	102138467	2	5
51069593	102139187	2	5
51069761	102139523	8	8
51070139	102140279	8	8
51070301	102140603	8	8
51070553	102141107	8	8
51070889	102141779	2	5
51070991	102141983	5	2
51071123	102142247	2	5
51071369	102142739	5	2
51071693	102143387	5	2
51071921	102143843	8	8
51072251	102144503	5	2
51072299	102144599	8	8
51073289	102146579	8	8
51073541	102147083	8	8
51074183	102148367	2	5
51074339	102148679	5	2
51074459	102148919	8	8
51074711	102149423	8	8
51075611	102151223	8	8
51075779	102151559	5	2
51076229	102152459	5	2
51076439	102152879	8	8
51076799	102153599	8	8
51076841	102153683	5	2
51076901	102153803	2	5
51077003	102154007	5	2
51077321	102154643	8	8
51077363	102154727	5	2
51077693	102155387	2	5
51077699	102155399	8	8
51077711	102155423	2	5
51077753	102155507	8	8
51078113	102156227	8	8
51078179	102156359	2	5
51078311	102156623	8	8
51078473	102156947	8	8
51078581	102157163	8	8
51078809	102157619	2	5
51078869	102157739	8	8
51079349	102158699	2	5
51079673	102159347	2	5
51080201	102160403	8	8
51080213	102160427	2	5
51080273	102160547	8	8
51080423	102160847	5	2
51080891	102161783	5	2
51081389	102162779	8	8
51081581	102163163	2	5
51081743	102163487	2	5
51083531	102167063	8	8
51083603	102167207	8	8
51083933	102167867	5	2
51084431	102168863	8	8
51084461	102168923	2	5
51084641	102169283	2	5
51084773	102169547	8	8
51085301	102170603	5	2
51085361	102170723	2	5
51085571	102171143	5	2
51085649	102171299	2	5
51086141	102172283	8	8
51086333	102172667	2	5
51086663	102173327	8	8
51086681	102173363	8	8
51086891	102173783	2	5
51087119	102174239	5	2
51087251	102174503	2	5
51087383	102174767	8	8
51087593	102175187	2	5
51088109	102176219	5	2
51088571	102177143	8	8
51088913	102177827	8	8
51089273	102178547	8	8
51089303	102178607	2	5
51089849	102179699	8	8
51089873	102179747	5	2
51090089	102180179	5	2
51090101	102180203	8	8
51090989	102181979	5	2
51091031	102182063	2	5
51091913	102183827	2	5
51091979	102183959	5	2
51092549	102185099	8	8
51092669	102185339	2	5
51092753	102185507	5	2
51093401	102186803	5	2
51093599	102187199	5	2
51093671	102187343	5	2
51093863	102187727	8	8
51093953	102187907	8	8
51093989	102187979	8	8
51094229	102188459	5	2
51094481	102188963	5	2
51094721	102189443	2	5
51094889	102189779	8	8
51095249	102190499	8	8
51095333	102190667	2	5
51095813	102191627	5	2
51096113	102192227	8	8
51096161	102192323	2	5
51096299	102192599	5	2
51096971	102193943	2	5
51097589	102195179	8	8
51097649	102195299	5	2
51097853	102195707	2	5
51098471	102196943	8	8
51098483	102196967	2	5
51098501	102197003	2	5
51098891	102197783	5	2
51098909	102197819	5	2
51099311	102198623	2	5
51099539	102199079	5	2
51099641	102199283	8	8
51100853	102201707	5	2
51101213	102202427	5	2
51101471	102202943	2	5
51101483	102202967	5	2
51101783	102203567	8	8
51102203	102204407	5	2
51102209	102204419	2	5
51102521	102205043	8	8
51102893	102205787	2	5
51102983	102205967	2	5
51103259	102206519	8	8
51103313	102206627	8	8
51103571	102207143	5	2
51103709	102207419	8	8
51104093	102208187	5	2
51104783	102209567	2	5
51104951	102209903	8	8
51105053	102210107	2	5
51105083	102210167	5	2
51105443	102210887	5	2
51105539	102211079	2	5
51105581	102211163	8	8
51105599	102211199	8	8
51105773	102211547	2	5
51105941	102211883	8	8
51106493	102212987	2	5
51106673	102213347	2	5
51106691	102213383	2	5
51106871	102213743	2	5
51107123	102214247	2	5
51107603	102215207	5	2
51107783	102215567	5	2
51107981	102215963	5	2
51108371	102216743	8	8
51108539	102217079	5	2
51108593	102217187	5	2
51108719	102217439	5	2
51108989	102217979	5	2
51109169	102218339	5	2
51110249	102220499	5	2
51110303	102220607	5	2
51110309	102220619	2	5
51110981	102221963	8	8
51111029	102222059	2	5
51111173	102222347	2	5
51111629	102223259	8	8
51111743	102223487	5	2
51112493	102224987	8	8
51112751	102225503	5	2
51113603	102227207	2	5
51113609	102227219	8	8
51113813	102227627	5	2
51113879	102227759	8	8
51115121	102230243	8	8
51115199	102230399	5	2
51115331	102230663	2	5
51115469	102230939	5	2
51115793	102231587	5	2
51116699	102233399	2	5
51117023	102234047	2	5
51117173	102234347	8	8
51117491	102234983	2	5
51118043	102236087	5	2
51118139	102236279	2	5
51118211	102236423	2	5
51118313	102236627	5	2
51118433	102236867	8	8
51118631	102237263	8	8
51118961	102237923	5	2
51118979	102237959	5	2
51119111	102238223	2	5
51119273	102238547	2	5
51119423	102238847	8	8
51119591	102239183	5	2
51119669	102239339	2	5
51120323	102240647	8	8
51120353	102240707	2	5
51120539	102241079	8	8
51120551	102241103	2	5
51120749	102241499	2	5
51120761	102241523	5	2
51120941	102241883	5	2
51121529	102243059	8	8
51121613	102243227	2	5
51121781	102243563	8	8
51121859	102243719	5	2
51122063	102244127	2	5
51123161	102246323	2	5
51123731	102247463	5	2
51123833	102247667	8	8
51124169	102248339	2	5
51124289	102248579	5	2
51124511	102249023	2	5
51124571	102249143	8	8
51124589	102249179	8	8
51124973	102249947	5	2
51125003	102250007	8	8
51125201	102250403	8	8
51126209	102252419	8	8
51126329	102252659	2	5
51127001	102254003	8	8
51127283	102254567	2	5
51127481	102254963	2	5
51128513	102257027	8	8
51129119	102258239	2	5
51129329	102258659	5	2
51130043	102260087	8	8
51130091	102260183	2	5
51130283	102260567	5	2
51130379	102260759	2	5
51130613	102261227	2	5
51130841	102261683	5	2
51131303	102262607	8	8
51131939	102263879	5	2
51132023	102264047	8	8
51132071	102264143	2	5
51132293	102264587	8	8
51132899	102265799	2	5
51132929	102265859	5	2
51132941	102265883	8	8
51133961	102267923	2	5
51134459	102268919	5	2
51134483	102268967	2	5
51134579	102269159	8	8
51134591	102269183	2	5
51135173	102270347	8	8
51135611	102271223	5	2
51135641	102271283	8	8
51135839	102271679	8	8
51135863	102271727	5	2
51135869	102271739	2	5
51135893	102271787	8	8
51136181	102272363	8	8
51136271	102272543	8	8
51136721	102273443	8	8
51136919	102273839	8	8
51137519	102275039	5	2
51138413	102276827	8	8
51138539	102277079	8	8
51138611	102277223	8	8
51138929	102277859	2	5
51139589	102279179	5	2
51140009	102280019	2	5
51140231	102280463	8	8
51140249	102280499	8	8
51140273	102280547	5	2
51140279	102280559	2	5
51140399	102280799	5	2
51140429	102280859	8	8
51140801	102281603	2	5
51141089	102282179	2	5
51141353	102282707	5	2
51141509	102283019	8	8
51141743	102283487	8	8
51141809	102283619	2	5
51142739	102285479	5	2
51143843	102287687	2	5
51143861	102287723	2	5
51143951	102287903	2	5
51144419	102288839	2	5
51144539	102289079	5	2
51144623	102289247	8	8
51144839	102289679	8	8
51145343	102290687	8	8
51145403	102290807	5	2
51145439	102290879	5	2
51145499	102290999	2	5
51146129	102292259	2	5
51146369	102292739	8	8
51147263	102294527	2	5
51147353	102294707	2	5
51147989	102295979	8	8
51148523	102297047	2	5
51148679	102297359	5	2
51149249	102298499	8	8
51149471	102298943	5	2
51149981	102299963	2	5
51149993	102299987	5	2
51150089	102300179	2	5
51150293	102300587	8	8
51150623	102301247	5	2
51151109	102302219	5	2
51151343	102302687	5	2
51151799	102303599	2	5
51151979	102303959	2	5
51152291	102304583	8	8
51152369	102304739	5	2
51152603	102305207	5	2
51152729	102305459	5	2
51153341	102306683	5	2
51153911	102307823	8	8
51153923	102307847	2	5
51154199	102308399	8	8
51154349	102308699	5	2
51154721	102309443	8	8
51154781	102309563	5	2
51154931	102309863	2	5
51155453	102310907	2	5
51155501	102311003	5	2
51155963	102311927	8	8
51156641	102313283	2	5
51156719	102313439	8	8
51156779	102313559	5	2
51157763	102315527	8	8
51158171	102316343	2	5
51158501	102317003	8	8
51158561	102317123	5	2
51158843	102317687	8	8
51158909	102317819	2	5
51159011	102318023	5	2
51159323	102318647	2	5
51159821	102319643	5	2
51160001	102320003	5	2
51160229	102320459	8	8
51160523	102321047	5	2
51160649	102321299	5	2
51160793	102321587	5	2
51161261	102322523	5	2
51161741	102323483	8	8
51162029	102324059	8	8
51162053	102324107	5	2
51162593	102325187	5	2
51162599	102325199	2	5
51163043	102326087	5	2
51163169	102326339	5	2
51163901	102327803	8	8
51164051	102328103	5	2
51164111	102328223	2	5
51164189	102328379	8	8
51164369	102328739	8	8
51164471	102328943	2	5
51164831	102329663	2	5
51165479	102330959	2	5
51165659	102331319	2	5
51165839	102331679	2	5
51166163	102332327	2	5
51166229	102332459	5	2
51166529	102333059	8	8
51166679	102333359	5	2
51167141	102334283	8	8
51167153	102334307	2	5
51167243	102334487	2	5
51167261	102334523	2	5
51167279	102334559	2	5
51167381	102334763	5	2
51167813	102335627	5	2
51168059	102336119	8	8
51168329	102336659	8	8
51168371	102336743	5	2
51169103	102338207	8	8
51169463	102338927	8	8
51169523	102339047	5	2
51169799	102339599	2	5
51170183	102340367	8	8
51170711	102341423	5	2
51170831	102341663	8	8
51170939	102341879	8	8
51171299	102342599	8	8
51171371	102342743	8	8
51172349	102344699	5	2
51172421	102344843	5	2
51172553	102345107	2	5
51172721	102345443	8	8
51172799	102345599	5	2
51173411	102346823	5	2
51173543	102347087	2	5
51173879	102347759	5	2
51173939	102347879	2	5
51174209	102348419	2	5
51174251	102348503	8	8
51174341	102348683	8	8
51174509	102349019	5	2
51174941	102349883	5	2
51175109	102350219	2	5
51175139	102350279	5	2
51175541	102351083	2	5
51176033	102352067	8	8
51176921	102353843	5	2
51177209	102354419	5	2
51177299	102354599	5	2
51177443	102354887	5	2
51177629	102355259	2	5
51177671	102355343	8	8
51178031	102356063	8	8
51178493	102356987	2	5
51178931	102357863	8	8
51179039	102358079	8	8
51179153	102358307	5	2
51179981	102359963	5	2
51180131	102360263	2	5
51180179	102360359	5	2
51180413	102360827	5	2
51180593	102361187	5	2
51180869	102361739	2	5
51181121	102362243	2	5
51181499	102362999	2	5
51181583	102363167	5	2
51182819	102365639	8	8
51182933	102365867	5	2
51183101	102366203	2	5
51183221	102366443	5	2
51183323	102366647	8	8
51183551	102367103	2	5
51183683	102367367	8	8
51183833	102367667	5	2
51183911	102367823	2	5
51183959	102367919	5	2
51184439	102368879	8	8
51184559	102369119	2	5
51184631	102369263	2	5
51184799	102369599	8	8
51185033	102370067	8	8
51185339	102370679	8	8
51185399	102370799	5	2
51185441	102370883	2	5
51185573	102371147	8	8
51186539	102373079	2	5
51186623	102373247	5	2
51187151	102374303	2	5
51187313	102374627	2	5
51187319	102374639	8	8
51187553	102375107	8	8
51187679	102375359	8	8
51188369	102376739	5	2
51188591	102377183	2	5
51188789	102377579	2	5
51188993	102377987	8	8
51189569	102379139	8	8
51189653	102379307	2	5
51189821	102379643	8	8
51190679	102381359	2	5
51191039	102382079	2	5
51191303	102382607	5	2
51191489	102382979	2	5
51191531	102383063	8	8
51191711	102383423	8	8
51192131	102384263	5	2
51192233	102384467	8	8
51192803	102385607	2	5
51192923	102385847	5	2
51193073	102386147	2	5
51193139	102386279	5	2
51193211	102386423	5	2
51193673	102387347	8	8
51193979	102387959	8	8
51194393	102388787	8	8
51194453	102388907	5	2
51194459	102388919	2	5
51194723	102389447	5	2
51194861	102389723	8	8
51194933	102389867	8	8
51195359	102390719	2	5
51195503	102391007	2	5
51195629	102391259	2	5
51195689	102391379	8	8
51197033	102394067	2	5
51197351	102394703	5	2
51197519	102395039	2	5
51197981	102395963	5	2
51198089	102396179	5	2
51198239	102396479	2	5
51198431	102396863	5	2
51198671	102397343	2	5
51199103	102398207	2	5
51199409	102398819	2	5
51199559	102399119	8	8
51200153	102400307	8	8
51200351	102400703	8	8
51200381	102400763	2	5
51200969	102401939	5	2
51201959	102403919	5	2
51202493	102404987	8	8
51202961	102405923	8	8
51203123	102406247	8	8
51203363	102406727	5	2
51203783	102407567	2	5
51204089	102408179	2	5
51204143	102408287	2	5
51204269	102408539	2	5
51204953	102409907	2	5
51205223	102410447	2	5
51205481	102410963	8	8
51205919	102411839	5	2
51205949	102411899	8	8
51206189	102412379	5	2
51206219	102412439	8	8
51206471	102412943	8	8
51207059	102414119	2	5
51207203	102414407	2	5
51207659	102415319	8	8
51208529	102417059	5	2
51208889	102417779	5	2
51209111	102418223	2	5
51209993	102419987	2	5
51210359	102420719	8	8
51210473	102420947	5	2
51210611	102421223	8	8
51210641	102421283	2	5
51211001	102422003	2	5
51211031	102422063	5	2
51211211	102422423	5	2
51211379	102422759	2	5
51211553	102423107	5	2
51211571	102423143	5	2
51211691	102423383	8	8
51211739	102423479	2	5
51212009	102424019	2	5
51212081	102424163	2	5
51212159	102424319	8	8
51212471	102424943	5	2
51212981	102425963	2	5
51214283	102428567	8	8
51214451	102428903	5	2
51214469	102428939	5	2
51214529	102429059	2	5
51214601	102429203	2	5
51214613	102429227	5	2
51214811	102429623	5	2
51215243	102430487	5	2
51215249	102430499	2	5
51215561	102431123	8	8
51215663	102431327	2	5
51215693	102431387	5	2
51216551	102433103	8	8
51216689	102433379	2	5
51216953	102433907	5	2
51217031	102434063	2	5
51217499	102434999	2	5
51217541	102435083	8	8
51217553	102435107	2	5
51217763	102435527	5	2
51217961	102435923	5	2
51218201	102436403	2	5
51218213	102436427	5	2
51218561	102437123	2	5
51218831	102437663	2	5
51219029	102438059	2	5
51219071	102438143	8	8
51219131	102438263	5	2
51219659	102439319	2	5
51219893	102439787	2	5
51220343	102440687	2	5
51220349	102440699	8	8
51221063	102442127	2	5
51221123	102442247	8	8
51221633	102443267	5	2
51222833	102445667	8	8
51223379	102446759	5	2
51223433	102446867	5	2
51223559	102447119	5	2
51223583	102447167	2	5
51223673	102447347	2	5
51223709	102447419	2	5
51223853	102447707	2	5
51223901	102447803	5	2
51224081	102448163	5	2
51224249	102448499	2	5
51224489	102448979	8	8
51224843	102449687	2	5
51224951	102449903	2	5
51225431	102450863	5	2
51225689	102451379	2	5
51226001	102452003	8	8
51226211	102452423	2	5
51226271	102452543	8	8
51226421	102452843	5	2
51226739	102453479	8	8
51226751	102453503	2	5
51227051	102454103	5	2
51227303	102454607	5	2
51227843	102455687	5	2
51227909	102455819	8	8
51228059	102456119	5	2
51228119	102456239	2	5
51228269	102456539	8	8
51229193	102458387	5	2
51229229	102458459	5	2
51229679	102459359	5	2
51229883	102459767	2	5
51230183	102460367	5	2
51230219	102460439	5	2
51230351	102460703	2	5
51230561	102461123	5	2
51230891	102461783	2	5
51230951	102461903	8	8
51231161	102462323	2	5
51232061	102464123	2	5
51232193	102464387	8	8
51232319	102464639	8	8
51232613	102465227	5	2
51232691	102465383	2	5
51232859	102465719	8	8
51233153	102466307	5	2
51233453	102466907	8	8
51233681	102467363	2	5
51233711	102467423	5	2
51233921	102467843	8	8
51233999	102467999	5	2
51234173	102468347	8	8
51234299	102468599	8	8
51234671	102469343	2	5
51234713	102469427	8	8
51235241	102470483	5	2
51235493	102470987	5	2
51235601	102471203	5	2
51235763	102471527	5	2
51235949	102471899	2	5
51236021	102472043	2	5
51236411	102472823	5	2
51236501	102473003	5	2
51236579	102473159	2	5
51237083	102474167	2	5
51237239	102474479	5	2
51237293	102474587	5	2
51237419	102474839	5	2
51237713	102475427	2	5
51237941	102475883	5	2
51238091	102476183	2	5
51238163	102476327	2	5
51238223	102476447	8	8
51238409	102476819	5	2
51238541	102477083	2	5
51238703	102477407	2	5
51238949	102477899	5	2
51239021	102478043	5	2
51239651	102479303	5	2
51240569	102481139	5	2
51241121	102482243	8	8
51241199	102482399	5	2
51241259	102482519	2	5
51241721	102483443	5	2
51242651	102485303	8	8
51242843	102485687	2	5
51243053	102486107	5	2
51243191	102486383	8	8
51243239	102486479	2	5
51243641	102487283	8	8
51243761	102487523	2	5
51243833	102487667	2	5
51244013	102488027	2	5
51244289	102488579	8	8
51244703	102489407	8	8
51245501	102491003	5	2
51245609	102491219	5	2
51245801	102491603	8	8
51245819	102491639	8	8
51246329	102492659	5	2
51247121	102494243	5	2
51247211	102494423	5	2
51247733	102495467	5	2
51248003	102496007	5	2
51248009	102496019	2	5
51248231	102496463	8	8
51248513	102497027	2	5
51248573	102497147	8	8
51248849	102497699	5	2
51249053	102498107	2	5
51249239	102498479	8	8
51249281	102498563	5	2
51249923	102499847	8	8
51250091	102500183	5	2
51250403	102500807	2	5
51250649	102501299	5	2
51251411	102502823	2	5
51251639	102503279	5	2
51252023	102504047	2	5
51252221	102504443	2	5
51252821	102505643	8	8
51253133	102506267	5	2
51253379	102506759	8	8
51253439	102506879	5	2
51253451	102506903	8	8
51253841	102507683	2	5
51254033	102508067	5	2
51254429	102508859	5	2
51254459	102508919	8	8
51254771	102509543	5	2
51254891	102509783	8	8
51254939	102509879	2	5
51255401	102510803	5	2
51255551	102511103	2	5
51255653	102511307	5	2
51256169	102512339	8	8
51256511	102513023	8	8
51256553	102513107	5	2
51256571	102513143	5	2
51256721	102513443	2	5
51256823	102513647	5	2
51256973	102513947	2	5
51257039	102514079	5	2
51257051	102514103	8	8
51257249	102514499	8	8
51257939	102515879	5	2
51258131	102516263	8	8
51258401	102516803	8	8
51258419	102516839	8	8
51258659	102517319	5	2
51258899	102517799	2	5
51258929	102517859	5	2
51259391	102518783	8	8
51259451	102518903	5	2
51260141	102520283	2	5
51260201	102520403	8	8
51260213	102520427	2	5
51260273	102520547	8	8
51260519	102521039	2	5
51260591	102521183	2	5
51260843	102521687	2	5
51260861	102521723	2	5
51261053	102522107	5	2
51261209	102522419	8	8
51261839	102523679	8	8
51262163	102524327	8	8
51262229	102524459	2	5
51262439	102524879	5	2
51262559	102525119	8	8
51262583	102525167	5	2
51262961	102525923	5	2
51263549	102527099	8	8
51263963	102527927	8	8
51264533	102529067	2	5
51264611	102529223	8	8
51264971	102529943	8	8
51265001	102530003	2	5
51265031	102530063	5	2
51265061	102530123	8	8
51265121	102530243	5	2
51265139	102530279	5	2
51265271	102530543	2	5
51266261	102532523	2	5
51266843	102533687	8	8
51266861	102533723	8	8
51267383	102534767	8	8
51267581	102535163	8	8
51267791	102535583	2	5
51267959	102535919	8	8
51268589	102537179	8	8
51268733	102537467	8	8
51268961	102537923	2	5
51269591	102539183	2	5
51270143	102540287	5	2
51270269	102540539	5	2
51270959	102541919	2	5
51271211	102542423	2	5
51272519	102545039	5	2
51272873	102545747	8	8
51273149	102546299	5	2
51273179	102546359	8	8
51273353	102546707	2	5
51274241	102548483	8	8
51274469	102548939	2	5
51274571	102549143	5	2
51274649	102549299	2	5
51274829	102549659	2	5
51275093	102550187	5	2
51275123	102550247	8	8
51275183	102550367	5	2
51275531	102551063	2	5
51275681	102551363	8	8
51275771	102551543	8	8
51276359	102552719	2	5
51276419	102552839	8	8
51276779	102553559	8	8
51276899	102553799	2	5
51276971	102553943	2	5
51277631	102555263	5	2
51277841	102555683	8	8
51278039	102556079	8	8
51278099	102556199	5	2
51278393	102556787	2	5
51278453	102556907	8	8
51279113	102558227	2	5
51279269	102558539	5	2
51279353	102558707	8	8
51279419	102558839	2	5
51279731	102559463	8	8
51279941	102559883	2	5
51279953	102559907	5	2
51280283	102560567	2	5
51280349	102560699	5	2
51280451	102560903	8	8
51280571	102561143	2	5
51280769	102561539	2	5
51280979	102561959	5	2
51281621	102563243	8	8
51281801	102563603	8	8
51282113	102564227	5	2
51282221	102564443	5	2
51282383	102564767	5	2
51282821	102565643	2	5
51282953	102565907	8	8
51282989	102565979	8	8
51283079	102566159	8	8
51283241	102566483	8	8
51283733	102567467	5	2
51284141	102568283	8	8
51284483	102568967	8	8
51284693	102569387	2	5
51284879	102569759	8	8
51284969	102569939	8	8
51285053	102570107	2	5
51285431	102570863	2	5
51285623	102571247	5	2
51285803	102571607	5	2
51286013	102572027	8	8
51286409	102572819	8	8
51286439	102572879	2	5
51286751	102573503	8	8
51286793	102573587	5	2
51287429	102574859	2	5
51287591	102575183	2	5
51287741	102575483	8	8
51287891	102575783	5	2
51288329	102576659	2	5
51288599	102577199	2	5
51289481	102578963	2	5
51289613	102579227	8	8
51290021	102580043	2	5
51290171	102580343	8	8
51290363	102580727	2	5
51290579	102581159	2	5
51290741	102581483	2	5
51290831	102581663	2	5
51290933	102581867	5	2
51290969	102581939	5	2
51291353	102582707	2	5
51291419	102582839	5	2
51291503	102583007	8	8
51291629	102583259	8	8
51291683	102583367	8	8
51292253	102584507	2	5
51292469	102584939	2	5
51292583	102585167	8	8
51292649	102585299	2	5
51292781	102585563	8	8
51292973	102585947	2	5
51293219	102586439	5	2
51293393	102586787	8	8
51293813	102587627	5	2
51293999	102587999	2	5
51294263	102588527	5	2
51294401	102588803	8	8
51294641	102589283	5	2
51295091	102590183	5	2
51295319	102590639	8	8
51295661	102591323	8	8
51296051	102592103	2	5
51296153	102592307	5	2
51296159	102592319	2	5
51296579	102593159	8	8
51296639	102593279	5	2
51296933	102593867	2	5
51297023	102594047	2	5
51297329	102594659	2	5
51297671	102595343	2	5
51297749	102595499	8	8
51297773	102595547	5	2
51298151	102596303	5	2
51298301	102596603	2	5
51298661	102597323	2	5
51298811	102597623	8	8
51298931	102597863	2	5
51299009	102598019	8	8
51299273	102598547	2	5
51299873	102599747	8	8
51299921	102599843	2	5
51300083	102600167	2	5
51300701	102601403	8	8
51301049	102602099	5	2
51301751	102603503	5	2
51301949	102603899	5	2
51302423	102604847	2	5
51302519	102605039	8	8
51302561	102605123	5	2
51302813	102605627	5	2
51302843	102605687	8	8
51303209	102606419	5	2
51303359	102606719	2	5
51303683	102607367	2	5
51303881	102607763	2	5
51303953	102607907	2	5
51304073	102608147	5	2
51304091	102608183	5	2
51304481	102608963	8	8
51304601	102609203	2	5
51304679	102609359	8	8
51304859	102609719	8	8
51304943	102609887	2	5
51305363	102610727	8	8
51305459	102610919	5	2
51305783	102611567	5	2
51306509	102613019	2	5
51306683	102613367	5	2
51306719	102613439	5	2
51306929	102613859	8	8
51307601	102615203	5	2
51308219	102616439	2	5
51308501	102617003	5	2
51308891	102617783	8	8
51308951	102617903	5	2
51308993	102617987	2	5
51309029	102618059	2	5
51309299	102618599	2	5
51309431	102618863	8	8
51309809	102619619	8	8
51309959	102619919	5	2
51309971	102619943	8	8
51310163	102620327	2	5
51310361	102620723	2	5
51310433	102620867	2	5
51310799	102621599	8	8
51311003	102622007	5	2
51311129	102622259	5	2
51311681	102623363	8	8
